2025-08-17 21:43:35 - INFO - app - 📆 far_time_process 모드: 총 56일 간 데이터 조회 예정 → [datetime.datetime(2025, 4, 1, 0, 0), datetime.datetime(2025, 4, 2, 0, 0), datetime.datetime(2025, 4, 3, 0, 0), datetime.datetime(2025, 4, 4, 0, 0), datetime.datetime(2025, 4, 5, 0, 0), datetime.datetime(2025, 4, 6, 0, 0), datetime.datetime(2025, 4, 7, 0, 0), datetime.datetime(2025, 4, 8, 0, 0), datetime.datetime(2025, 4, 9, 0, 0), datetime.datetime(2025, 4, 10, 0, 0), datetime.datetime(2025, 4, 11, 0, 0), datetime.datetime(2025, 4, 12, 0, 0), datetime.datetime(2025, 4, 13, 0, 0), datetime.datetime(2025, 4, 14, 0, 0), datetime.datetime(2025, 4, 15, 0, 0), datetime.datetime(2025, 4, 16, 0, 0), datetime.datetime(2025, 4, 17, 0, 0), datetime.datetime(2025, 4, 18, 0, 0), datetime.datetime(2025, 4, 19, 0, 0), datetime.datetime(2025, 4, 20, 0, 0), datetime.datetime(2025, 4, 21, 0, 0), datetime.datetime(2025, 4, 22, 0, 0), datetime.datetime(2025, 4, 23, 0, 0), datetime.datetime(2025, 4, 24, 0, 0), datetime.datetime(2025, 4, 25, 0, 0), datetime.datetime(2025, 4, 26, 0, 0), datetime.datetime(2025, 4, 27, 0, 0), datetime.datetime(2025, 4, 28, 0, 0), datetime.datetime(2025, 4, 29, 0, 0), datetime.datetime(2025, 4, 30, 0, 0), datetime.datetime(2025, 5, 1, 0, 0), datetime.datetime(2025, 5, 2, 0, 0), datetime.datetime(2025, 5, 3, 0, 0), datetime.datetime(2025, 5, 4, 0, 0), datetime.datetime(2025, 5, 5, 0, 0), datetime.datetime(2025, 5, 6, 0, 0), datetime.datetime(2025, 5, 7, 0, 0), datetime.datetime(2025, 5, 8, 0, 0), datetime.datetime(2025, 5, 9, 0, 0), datetime.datetime(2025, 5, 10, 0, 0), datetime.datetime(2025, 5, 11, 0, 0), datetime.datetime(2025, 5, 12, 0, 0), datetime.datetime(2025, 5, 13, 0, 0), datetime.datetime(2025, 5, 14, 0, 0), datetime.datetime(2025, 5, 15, 0, 0), datetime.datetime(2025, 5, 16, 0, 0), datetime.datetime(2025, 5, 17, 0, 0), datetime.datetime(2025, 5, 18, 0, 0), datetime.datetime(2025, 5, 19, 0, 0), datetime.datetime(2025, 5, 20, 0, 0), datetime.datetime(2025, 5, 21, 0, 0), datetime.datetime(2025, 5, 22, 0, 0), datetime.datetime(2025, 5, 23, 0, 0), datetime.datetime(2025, 5, 24, 0, 0), datetime.datetime(2025, 5, 25, 0, 0), datetime.datetime(2025, 5, 26, 0, 0)]
2025-08-17 21:43:35 - INFO - app - ✅ Data load skip: 총 56개 파일 저장됨
2025-08-17 21:43:35 - INFO - app - ✅ 데이터 전처리(x-y) skip: Model/v3에 저장됨
2025-08-17 21:43:35 - INFO - app - ✅ Step 0 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 78 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 79 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 80 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 81 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 82 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 83 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 84 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 85 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 86 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 87 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 88 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 89 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 90 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 91 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 92 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 93 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 94 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 95 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 96 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 97 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 98 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 99 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 100 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 101 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 102 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 103 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 104 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 105 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 106 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 107 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 108 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 109 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 110 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 111 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 112 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 113 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 114 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 115 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 116 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 117 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 118 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 119 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 120 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 121 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 122 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 123 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 124 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 125 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 126 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 127 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 128 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 129 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 130 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 131 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 132 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 133 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 134 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 135 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 136 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 137 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 138 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 139 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 140 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 141 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 142 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 143 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 144 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 145 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 146 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 147 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 148 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 149 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 150 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 151 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 152 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 153 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 154 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 155 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 156 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 157 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 158 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 159 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 160 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 161 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 162 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 163 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 164 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 165 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 166 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 167 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 168 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 169 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 170 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 171 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 172 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 173 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 174 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 175 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 176 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 177 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 178 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 179 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 180 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 181 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 182 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 183 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 184 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 185 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 186 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 187 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 188 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 189 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 190 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 191 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 192 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 193 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 194 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 195 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 196 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 197 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 198 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 199 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 200 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 201 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 202 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 203 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 204 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 205 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 206 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 207 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 208 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 209 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 210 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 211 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 212 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 213 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 214 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 215 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 216 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 217 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 218 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 219 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 220 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 221 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 222 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 223 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 224 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 225 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 226 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 227 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 228 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 229 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 230 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 231 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 232 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 233 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 234 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 235 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 236 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 237 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 238 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 239 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 240 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 241 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 242 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 243 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 244 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 245 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 246 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 247 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 248 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 249 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 250 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 251 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 252 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 253 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 254 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 255 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 256 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 257 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 258 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 259 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 260 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 261 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 262 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 263 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 264 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 265 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 266 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 267 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 268 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 269 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 270 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 271 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 272 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 273 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 274 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 275 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 276 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 277 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 278 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 279 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 280 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 281 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 282 model already exists, skipping...
2025-08-17 21:43:35 - INFO - app - ✅ Step 283 model already exists, skipping...
